pk_cid,grupo,nombre_grupo
1353846,2,Particulares básicos
1353871,1,Universitarios inactivos
1353870,1,Universitarios inactivos
1353869,1,Universitarios inactivos
1353867,1,Universitarios inactivos
1353863,1,Universitarios inactivos
1353862,1,Universitarios inactivos
1353861,7,Particulares con tarjeta
1353860,1,Universitarios inactivos
1353857,1,Universitarios inactivos
1353855,1,Universitarios inactivos
1353852,1,Universitarios inactivos
1353851,1,Universitarios inactivos
1353850,1,Universitarios inactivos
1353847,1,Universitarios inactivos
1353666,1,Universitarios inactivos
1353665,1,Universitarios inactivos
1353663,5,Nómina y pensiones
1353498,1,Universitarios inactivos
1353497,4,Universitarios recién llegados
1353495,1,Universitarios inactivos
1353492,1,Universitarios inactivos
1353491,1,Universitarios inactivos
1353490,1,Universitarios inactivos
1353489,1,Universitarios inactivos
1353485,2,Particulares básicos
1353484,1,Universitarios inactivos
1353483,1,Universitarios inactivos
1353481,1,Universitarios inactivos
1353480,1,Universitarios inactivos
1353478,1,Universitarios inactivos
1353476,6,TOP ahorradores
1353475,1,Universitarios inactivos
1353486,2,Particulares básicos
1353500,1,Universitarios inactivos
1353501,1,Universitarios inactivos
1353527,1,Universitarios inactivos
1353526,1,Universitarios inactivos
1353524,2,Particulares básicos
1353523,1,Universitarios inactivos
1353522,1,Universitarios inactivos
1353518,5,Nómina y pensiones
1353517,1,Universitarios inactivos
1353516,1,Universitarios inactivos
1353512,1,Universitarios inactivos
1353511,1,Universitarios inactivos
1353510,2,Particulares básicos
1353509,1,Universitarios inactivos
1353506,1,Universitarios inactivos
1353505,1,Universitarios inactivos
1353504,1,Universitarios inactivos
1353503,1,Universitarios inactivos
1353473,1,Universitarios inactivos
1353528,1,Universitarios inactivos
1353469,1,Universitarios inactivos
1353437,1,Universitarios inactivos
1353436,1,Universitarios inactivos
1353433,1,Universitarios inactivos
1353431,1,Universitarios inactivos
1353429,3,Clientes de nómina
1353428,7,Particulares con tarjeta
1353427,1,Universitarios inactivos
1353426,1,Universitarios inactivos
1353438,2,Particulares básicos
1353425,4,Universitarios recién llegados
1353421,1,Universitarios inactivos
1353420,1,Universitarios inactivos
1353419,1,Universitarios inactivos
1353417,1,Universitarios inactivos
1353414,1,Universitarios inactivos
1353413,7,Particulares con tarjeta
1353412,5,Nómina y pensiones
1353411,1,Universitarios inactivos
1353410,1,Universitarios inactivos
1353408,1,Universitarios inactivos
1353422,1,Universitarios inactivos
1353440,1,Universitarios inactivos
1353467,5,Nómina y pensiones
1353466,1,Universitarios inactivos
1353465,1,Universitarios inactivos
1353463,1,Universitarios inactivos
1353462,1,Universitarios inactivos
1353461,1,Universitarios inactivos
1353458,1,Universitarios inactivos
1353457,1,Universitarios inactivos
1353455,1,Universitarios inactivos
1353454,1,Universitarios inactivos
1353452,6,TOP ahorradores
1353450,3,Clientes de nómina
1353449,1,Universitarios inactivos
1353448,2,Particulares básicos
1353446,4,Universitarios recién llegados
1353445,1,Universitarios inactivos
1353444,1,Universitarios inactivos
1353442,2,Particulares básicos
1353531,1,Universitarios inactivos
1353631,1,Universitarios inactivos
1353628,1,Universitarios inactivos
1353625,1,Universitarios inactivos
1353624,1,Universitarios inactivos
1353623,4,Universitarios recién llegados
1353621,4,Universitarios recién llegados
1353620,1,Universitarios inactivos
1353632,1,Universitarios inactivos
1353619,3,Clientes de nómina
1353617,1,Universitarios inactivos
1353615,1,Universitarios inactivos
1353614,1,Universitarios inactivos
1353613,2,Particulares básicos
1353611,6,TOP ahorradores
1353606,2,Particulares básicos
1353603,5,Nómina y pensiones
1353618,1,Universitarios inactivos
1353636,2,Particulares básicos
1353637,1,Universitarios inactivos
1353661,1,Universitarios inactivos
1353660,1,Universitarios inactivos
1353659,1,Universitarios inactivos
1353657,1,Universitarios inactivos
1353656,2,Particulares básicos
1353655,1,Universitarios inactivos
1353653,1,Universitarios inactivos
1353652,1,Universitarios inactivos
1353649,1,Universitarios inactivos
1353648,1,Universitarios inactivos
1353647,4,Universitarios recién llegados
1353646,1,Universitarios inactivos
1353643,1,Universitarios inactivos
1353642,5,Nómina y pensiones
1353641,1,Universitarios inactivos
1353640,1,Universitarios inactivos
1353639,4,Universitarios recién llegados
1353602,6,TOP ahorradores
1353601,3,Clientes de nómina
1353596,2,Particulares básicos
1353556,1,Universitarios inactivos
1353555,1,Universitarios inactivos
1353550,1,Universitarios inactivos
1353548,1,Universitarios inactivos
1353547,1,Universitarios inactivos
1353546,1,Universitarios inactivos
1353541,1,Universitarios inactivos
1353540,1,Universitarios inactivos
1353539,1,Universitarios inactivos
1353537,5,Nómina y pensiones
1353535,1,Universitarios inactivos
1353534,1,Universitarios inactivos
1353533,1,Universitarios inactivos
1353559,1,Universitarios inactivos
1353560,1,Universitarios inactivos
1353562,1,Universitarios inactivos
1353594,3,Clientes de nómina
1353592,4,Universitarios recién llegados
1353591,7,Particulares con tarjeta
1353590,7,Particulares con tarjeta
1353588,4,Universitarios recién llegados
1353581,1,Universitarios inactivos
1353580,1,Universitarios inactivos
1353579,1,Universitarios inactivos
1353578,1,Universitarios inactivos
1353577,1,Universitarios inactivos
1353573,1,Universitarios inactivos
1353570,1,Universitarios inactivos
1353569,1,Universitarios inactivos
1353567,5,Nómina y pensiones
1353566,3,Clientes de nómina
1353565,1,Universitarios inactivos
1353563,2,Particulares básicos
1353939,1,Universitarios inactivos
1354287,1,Universitarios inactivos
1354286,1,Universitarios inactivos
1354285,1,Universitarios inactivos
1354281,1,Universitarios inactivos
1354280,1,Universitarios inactivos
1354278,1,Universitarios inactivos
1354276,5,Nómina y pensiones
1354274,1,Universitarios inactivos
1354273,1,Universitarios inactivos
1354269,1,Universitarios inactivos
1354267,1,Universitarios inactivos
1354266,1,Universitarios inactivos
1354265,1,Universitarios inactivos
1354264,1,Universitarios inactivos
1354262,1,Universitarios inactivos
1354261,1,Universitarios inactivos
1354260,1,Universitarios inactivos
1354259,1,Universitarios inactivos
1354270,1,Universitarios inactivos
1354258,1,Universitarios inactivos
1354291,1,Universitarios inactivos
1354320,1,Universitarios inactivos
1354318,1,Universitarios inactivos
1354316,1,Universitarios inactivos
1354315,1,Universitarios inactivos
1354314,1,Universitarios inactivos
1354312,1,Universitarios inactivos
1354311,5,Nómina y pensiones
1354309,1,Universitarios inactivos
1354292,1,Universitarios inactivos
1354304,1,Universitarios inactivos
1354303,1,Universitarios inactivos
1354296,1,Universitarios inactivos
1354294,1,Universitarios inactivos
1354305,7,Particulares con tarjeta
1354256,1,Universitarios inactivos
1354254,4,Universitarios recién llegados
1354223,1,Universitarios inactivos
1354222,1,Universitarios inactivos
1354221,1,Universitarios inactivos
1354220,1,Universitarios inactivos
1354219,1,Universitarios inactivos
1354218,1,Universitarios inactivos
1354217,1,Universitarios inactivos
1354216,1,Universitarios inactivos
1354215,4,Universitarios recién llegados
1354214,1,Universitarios inactivos
1354213,1,Universitarios inactivos
1354224,1,Universitarios inactivos
1354212,1,Universitarios inactivos
1354210,2,Particulares básicos
1354209,1,Universitarios inactivos
1354208,1,Universitarios inactivos
1354207,1,Universitarios inactivos
1354206,1,Universitarios inactivos
1354205,1,Universitarios inactivos
1354204,3,Clientes de nómina
1354203,1,Universitarios inactivos
1354202,1,Universitarios inactivos
1354200,1,Universitarios inactivos
1354199,1,Universitarios inactivos
1354211,1,Universitarios inactivos
1354225,1,Universitarios inactivos
1354227,2,Particulares básicos
1354253,1,Universitarios inactivos
1354251,2,Particulares básicos
1354250,1,Universitarios inactivos
1354249,1,Universitarios inactivos
1354248,1,Universitarios inactivos
1354247,1,Universitarios inactivos
1354246,2,Particulares básicos
1354245,1,Universitarios inactivos
1354244,1,Universitarios inactivos
1354243,1,Universitarios inactivos
1354242,1,Universitarios inactivos
1354241,1,Universitarios inactivos
1354239,4,Universitarios recién llegados
1354238,4,Universitarios recién llegados
1354237,1,Universitarios inactivos
1354236,2,Particulares básicos
1354234,1,Universitarios inactivos
1354232,1,Universitarios inactivos
1354230,6,TOP ahorradores
1354229,1,Universitarios inactivos
1354228,1,Universitarios inactivos
1354321,1,Universitarios inactivos
1354322,1,Universitarios inactivos
1354323,1,Universitarios inactivos
1354324,1,Universitarios inactivos
1354425,1,Universitarios inactivos
1354423,6,TOP ahorradores
1354422,1,Universitarios inactivos
1354420,2,Particulares básicos
1354418,2,Particulares básicos
1354417,1,Universitarios inactivos
1354416,4,Universitarios recién llegados
1354415,5,Nómina y pensiones
1354414,6,TOP ahorradores
1354413,1,Universitarios inactivos
1354426,4,Universitarios recién llegados
1354412,5,Nómina y pensiones
1354409,5,Nómina y pensiones
1354408,4,Universitarios recién llegados
1354407,4,Universitarios recién llegados
1354406,1,Universitarios inactivos
1354404,2,Particulares básicos
1354403,1,Universitarios inactivos
1354402,2,Particulares básicos
1354400,2,Particulares básicos
1354399,1,Universitarios inactivos
1354429,2,Particulares básicos
1354430,1,Universitarios inactivos
1354467,2,Particulares básicos
1354466,2,Particulares básicos
1354464,3,Clientes de nómina
1354462,5,Nómina y pensiones
1354459,2,Particulares básicos
1354458,6,TOP ahorradores
1354457,2,Particulares básicos
1354452,2,Particulares básicos
1354451,5,Nómina y pensiones
1354450,3,Clientes de nómina
1354447,7,Particulares con tarjeta
1354445,3,Clientes de nómina
1354437,2,Particulares básicos
1354434,1,Universitarios inactivos
1354433,2,Particulares básicos
1354398,1,Universitarios inactivos
1354198,1,Universitarios inactivos
1354397,1,Universitarios inactivos
1354395,1,Universitarios inactivos
1354355,1,Universitarios inactivos
1354354,5,Nómina y pensiones
1354351,2,Particulares básicos
1354349,2,Particulares básicos
1354348,5,Nómina y pensiones
1354345,5,Nómina y pensiones
1354343,5,Nómina y pensiones
1354340,2,Particulares básicos
1354338,1,Universitarios inactivos
1354358,2,Particulares básicos
1354335,1,Universitarios inactivos
1354334,1,Universitarios inactivos
1354333,1,Universitarios inactivos
1354332,1,Universitarios inactivos
1354331,1,Universitarios inactivos
1354330,1,Universitarios inactivos
1354329,1,Universitarios inactivos
1354328,1,Universitarios inactivos
1354327,1,Universitarios inactivos
1354326,1,Universitarios inactivos
1354325,1,Universitarios inactivos
1354336,1,Universitarios inactivos
1354360,3,Clientes de nómina
1354361,2,Particulares básicos
1354394,1,Universitarios inactivos
1354392,7,Particulares con tarjeta
1354391,1,Universitarios inactivos
1354388,7,Particulares con tarjeta
1354387,1,Universitarios inactivos
1354386,1,Universitarios inactivos
1354385,4,Universitarios recién llegados
1354383,2,Particulares básicos
1354382,1,Universitarios inactivos
1354381,1,Universitarios inactivos
1354380,1,Universitarios inactivos
1354379,1,Universitarios inactivos
1354378,1,Universitarios inactivos
1354372,7,Particulares con tarjeta
1354371,1,Universitarios inactivos
1354369,7,Particulares con tarjeta
1354368,2,Particulares básicos
1354365,5,Nómina y pensiones
1354396,1,Universitarios inactivos
1354197,1,Universitarios inactivos
1354196,1,Universitarios inactivos
1354195,1,Universitarios inactivos
1354029,1,Universitarios inactivos
1354028,3,Clientes de nómina
1354027,1,Universitarios inactivos
1354023,1,Universitarios inactivos
1354022,1,Universitarios inactivos
1354021,1,Universitarios inactivos
1354020,1,Universitarios inactivos
1354019,2,Particulares básicos
1354030,4,Universitarios recién llegados
1354015,1,Universitarios inactivos
1354013,1,Universitarios inactivos
1354009,1,Universitarios inactivos
1354016,4,Universitarios recién llegados
1354032,1,Universitarios inactivos
1354033,1,Universitarios inactivos
1354058,1,Universitarios inactivos
1354054,1,Universitarios inactivos
1354052,1,Universitarios inactivos
1354051,1,Universitarios inactivos
1354050,4,Universitarios recién llegados
1354049,2,Particulares básicos
1354048,3,Clientes de nómina
1354044,2,Particulares básicos
1354040,1,Universitarios inactivos
1354036,2,Particulares básicos
1354034,2,Particulares básicos
1354003,5,Nómina y pensiones
1354064,3,Clientes de nómina
1354000,1,Universitarios inactivos
1353967,1,Universitarios inactivos
1353964,1,Universitarios inactivos
1353960,1,Universitarios inactivos
1353969,1,Universitarios inactivos
1353955,2,Particulares básicos
1353946,2,Particulares básicos
1353942,1,Universitarios inactivos
1353970,2,Particulares básicos
1353999,1,Universitarios inactivos
1353997,7,Particulares con tarjeta
1353996,2,Particulares básicos
1353995,1,Universitarios inactivos
1353994,1,Universitarios inactivos
1353992,5,Nómina y pensiones
1353990,1,Universitarios inactivos
1353986,1,Universitarios inactivos
1353983,1,Universitarios inactivos
1353979,2,Particulares básicos
1353976,1,Universitarios inactivos
1353974,1,Universitarios inactivos
1354001,5,Nómina y pensiones
1354068,2,Particulares básicos
1354160,4,Universitarios recién llegados
1354159,1,Universitarios inactivos
1354158,1,Universitarios inactivos
1354157,3,Clientes de nómina
1354156,2,Particulares básicos
1354155,3,Clientes de nómina
1354154,1,Universitarios inactivos
1354152,3,Clientes de nómina
1354150,1,Universitarios inactivos
1354149,1,Universitarios inactivos
1354146,7,Particulares con tarjeta
1354145,1,Universitarios inactivos
1354143,5,Nómina y pensiones
1354139,1,Universitarios inactivos
1354138,5,Nómina y pensiones
1354136,2,Particulares básicos
1354163,1,Universitarios inactivos
1354166,4,Universitarios recién llegados
1354194,1,Universitarios inactivos
1354193,1,Universitarios inactivos
1354192,1,Universitarios inactivos
1354191,1,Universitarios inactivos
1354190,1,Universitarios inactivos
1354189,1,Universitarios inactivos
1354188,1,Universitarios inactivos
1354187,2,Particulares básicos
1354186,1,Universitarios inactivos
1354185,2,Particulares básicos
1354184,1,Universitarios inactivos
1354183,1,Universitarios inactivos
1354182,1,Universitarios inactivos
1354179,1,Universitarios inactivos
1354178,1,Universitarios inactivos
1354177,1,Universitarios inactivos
1354176,1,Universitarios inactivos
1354175,2,Particulares básicos
1354173,1,Universitarios inactivos
1354172,2,Particulares básicos
1354170,1,Universitarios inactivos
1354168,1,Universitarios inactivos
1354167,1,Universitarios inactivos
1354135,1,Universitarios inactivos
1354132,2,Particulares básicos
1354096,1,Universitarios inactivos
1354095,1,Universitarios inactivos
1354094,7,Particulares con tarjeta
1354093,1,Universitarios inactivos
1354092,1,Universitarios inactivos
1354091,1,Universitarios inactivos
1354089,2,Particulares básicos
1354086,1,Universitarios inactivos
1354097,1,Universitarios inactivos
1354084,1,Universitarios inactivos
1354080,1,Universitarios inactivos
1354077,2,Particulares básicos
1354076,1,Universitarios inactivos
1354069,1,Universitarios inactivos
1354102,1,Universitarios inactivos
1354103,1,Universitarios inactivos
1354131,4,Universitarios recién llegados
1354130,2,Particulares básicos
1354129,1,Universitarios inactivos
1354128,1,Universitarios inactivos
1354127,1,Universitarios inactivos
1354126,1,Universitarios inactivos
1354125,1,Universitarios inactivos
1354124,1,Universitarios inactivos
1354121,1,Universitarios inactivos
1354120,1,Universitarios inactivos
1354119,1,Universitarios inactivos
1354118,1,Universitarios inactivos
1354117,1,Universitarios inactivos
1354116,1,Universitarios inactivos
1354115,1,Universitarios inactivos
1354114,1,Universitarios inactivos
1354113,1,Universitarios inactivos
1354112,1,Universitarios inactivos
1354111,1,Universitarios inactivos
1354110,1,Universitarios inactivos
1354104,1,Universitarios inactivos
1354133,1,Universitarios inactivos
1356867,4,Universitarios recién llegados
1356866,1,Universitarios inactivos
1356864,2,Particulares básicos
1356863,1,Universitarios inactivos
1356861,1,Universitarios inactivos
1356860,2,Particulares básicos
1356859,1,Universitarios inactivos
1356858,1,Universitarios inactivos
1356857,1,Universitarios inactivos
1356856,1,Universitarios inactivos
1356854,1,Universitarios inactivos
1356853,6,TOP ahorradores
1356852,1,Universitarios inactivos
1356850,1,Universitarios inactivos
1356849,1,Universitarios inactivos
1356846,1,Universitarios inactivos
1356844,1,Universitarios inactivos
1356855,1,Universitarios inactivos
1356870,1,Universitarios inactivos
1356872,1,Universitarios inactivos
1356896,1,Universitarios inactivos
1356895,1,Universitarios inactivos
1356893,1,Universitarios inactivos
1356892,1,Universitarios inactivos
1356890,1,Universitarios inactivos
1356889,1,Universitarios inactivos
1356888,1,Universitarios inactivos
1356887,1,Universitarios inactivos
1356886,1,Universitarios inactivos
1356871,3,Clientes de nómina
1356885,1,Universitarios inactivos
1356883,1,Universitarios inactivos
1356882,1,Universitarios inactivos
1356881,1,Universitarios inactivos
1356877,1,Universitarios inactivos
1356875,1,Universitarios inactivos
1356874,1,Universitarios inactivos
1356873,4,Universitarios recién llegados
1356842,1,Universitarios inactivos
1356840,5,Nómina y pensiones
1356807,1,Universitarios inactivos
1356806,1,Universitarios inactivos
1356805,1,Universitarios inactivos
1356804,1,Universitarios inactivos
1356802,1,Universitarios inactivos
1356801,1,Universitarios inactivos
1356800,1,Universitarios inactivos
1356799,1,Universitarios inactivos
1356798,1,Universitarios inactivos
1356796,1,Universitarios inactivos
1356808,1,Universitarios inactivos
1356795,2,Particulares básicos
1356793,1,Universitarios inactivos
1356792,2,Particulares básicos
1356791,1,Universitarios inactivos
1356789,1,Universitarios inactivos
1356788,1,Universitarios inactivos
1356786,1,Universitarios inactivos
1356783,1,Universitarios inactivos
1356782,1,Universitarios inactivos
1356809,1,Universitarios inactivos
1356810,4,Universitarios recién llegados
1356811,1,Universitarios inactivos
1356836,4,Universitarios recién llegados
1356835,1,Universitarios inactivos
1356834,1,Universitarios inactivos
1356833,1,Universitarios inactivos
1356830,1,Universitarios inactivos
1356829,1,Universitarios inactivos
1356828,1,Universitarios inactivos
1356827,1,Universitarios inactivos
1356826,1,Universitarios inactivos
1356823,7,Particulares con tarjeta
1356822,1,Universitarios inactivos
1356821,1,Universitarios inactivos
1356819,1,Universitarios inactivos
1356817,1,Universitarios inactivos
1356816,1,Universitarios inactivos
1356815,1,Universitarios inactivos
1356814,1,Universitarios inactivos
1356813,1,Universitarios inactivos
1356897,1,Universitarios inactivos
1356898,1,Universitarios inactivos
1356990,1,Universitarios inactivos
1356989,1,Universitarios inactivos
1356988,1,Universitarios inactivos
1356987,1,Universitarios inactivos
1356986,1,Universitarios inactivos
1356985,1,Universitarios inactivos
1356984,1,Universitarios inactivos
1356983,2,Particulares básicos
1356981,4,Universitarios recién llegados
1356980,1,Universitarios inactivos
1356991,2,Particulares básicos
1356979,1,Universitarios inactivos
1356977,3,Clientes de nómina
1356976,1,Universitarios inactivos
1356975,1,Universitarios inactivos
1356974,1,Universitarios inactivos
1356973,7,Particulares con tarjeta
1356972,1,Universitarios inactivos
1356970,1,Universitarios inactivos
1356969,1,Universitarios inactivos
1356968,1,Universitarios inactivos
1356967,1,Universitarios inactivos
1356978,1,Universitarios inactivos
1356992,2,Particulares básicos
1356994,1,Universitarios inactivos
1356995,1,Universitarios inactivos
1357024,1,Universitarios inactivos
1357023,5,Nómina y pensiones
1357021,2,Particulares básicos
1357020,1,Universitarios inactivos
1357019,1,Universitarios inactivos
1357017,1,Universitarios inactivos
1357016,1,Universitarios inactivos
1357015,1,Universitarios inactivos
1357014,2,Particulares básicos
1357013,1,Universitarios inactivos
1357012,1,Universitarios inactivos
1357011,1,Universitarios inactivos
1357009,1,Universitarios inactivos
1357008,1,Universitarios inactivos
1357007,1,Universitarios inactivos
1357006,1,Universitarios inactivos
1357005,1,Universitarios inactivos
1357003,2,Particulares básicos
1357002,2,Particulares básicos
1357000,2,Particulares básicos
1356999,1,Universitarios inactivos
1356998,1,Universitarios inactivos
1356996,2,Particulares básicos
1356966,2,Particulares básicos
1356781,1,Universitarios inactivos
1356963,1,Universitarios inactivos
1356927,1,Universitarios inactivos
1356926,4,Universitarios recién llegados
1356925,1,Universitarios inactivos
1356924,5,Nómina y pensiones
1356922,1,Universitarios inactivos
1356920,1,Universitarios inactivos
1356918,1,Universitarios inactivos
1356914,1,Universitarios inactivos
1356911,1,Universitarios inactivos
1356909,2,Particulares básicos
1356907,1,Universitarios inactivos
1356905,2,Particulares básicos
1356904,4,Universitarios recién llegados
1356902,4,Universitarios recién llegados
1356915,2,Particulares básicos
1356929,1,Universitarios inactivos
1356932,2,Particulares básicos
1356962,2,Particulares básicos
1356960,1,Universitarios inactivos
1356958,2,Particulares básicos
1356956,1,Universitarios inactivos
1356955,2,Particulares básicos
1356954,1,Universitarios inactivos
1356949,1,Universitarios inactivos
1356948,4,Universitarios recién llegados
1356947,1,Universitarios inactivos
1356946,1,Universitarios inactivos
1356944,1,Universitarios inactivos
1356939,4,Universitarios recién llegados
1356937,5,Nómina y pensiones
1356935,1,Universitarios inactivos
1356933,2,Particulares básicos
1356780,1,Universitarios inactivos
1356778,4,Universitarios recién llegados
1356621,1,Universitarios inactivos
1356619,2,Particulares básicos
1356618,1,Universitarios inactivos
1356615,7,Particulares con tarjeta
1356611,1,Universitarios inactivos
1356624,1,Universitarios inactivos
1356610,1,Universitarios inactivos
1356608,1,Universitarios inactivos
1356607,1,Universitarios inactivos
1356604,1,Universitarios inactivos
1356603,1,Universitarios inactivos
1356602,1,Universitarios inactivos
1356601,1,Universitarios inactivos
1356599,1,Universitarios inactivos
1356598,2,Particulares básicos
1356609,1,Universitarios inactivos
1356627,2,Particulares básicos
1356652,1,Universitarios inactivos
1356648,1,Universitarios inactivos
1356644,2,Particulares básicos
1356641,1,Universitarios inactivos
1356638,1,Universitarios inactivos
1356635,1,Universitarios inactivos
1356631,1,Universitarios inactivos
1356629,1,Universitarios inactivos
1356628,1,Universitarios inactivos
1356597,1,Universitarios inactivos
1356596,1,Universitarios inactivos
1356560,1,Universitarios inactivos
1356559,3,Clientes de nómina
1356558,1,Universitarios inactivos
1356557,1,Universitarios inactivos
1356556,1,Universitarios inactivos
1356555,1,Universitarios inactivos
1356554,1,Universitarios inactivos
1356553,1,Universitarios inactivos
1356552,1,Universitarios inactivos
1356551,1,Universitarios inactivos
1356562,1,Universitarios inactivos
1356548,1,Universitarios inactivos
1356546,1,Universitarios inactivos
1356544,1,Universitarios inactivos
1356542,2,Particulares básicos
1356541,1,Universitarios inactivos
1356540,1,Universitarios inactivos
1356539,1,Universitarios inactivos
1356538,1,Universitarios inactivos
1356537,1,Universitarios inactivos
1356536,1,Universitarios inactivos
1356549,1,Universitarios inactivos
1356563,1,Universitarios inactivos
1356564,2,Particulares básicos
1356565,1,Universitarios inactivos
1356593,1,Universitarios inactivos
1356592,1,Universitarios inactivos
1356591,1,Universitarios inactivos
1356590,1,Universitarios inactivos
1356588,4,Universitarios recién llegados
1356587,1,Universitarios inactivos
1356586,1,Universitarios inactivos
1356585,1,Universitarios inactivos
1356584,1,Universitarios inactivos
1356581,1,Universitarios inactivos
1356580,1,Universitarios inactivos
1356579,7,Particulares con tarjeta
1356578,5,Nómina y pensiones
1356577,1,Universitarios inactivos
1356576,1,Universitarios inactivos
1356572,1,Universitarios inactivos
1356571,1,Universitarios inactivos
1356570,1,Universitarios inactivos
1356569,1,Universitarios inactivos
1356568,1,Universitarios inactivos
1356567,1,Universitarios inactivos
1356566,1,Universitarios inactivos
1356595,1,Universitarios inactivos
1356655,1,Universitarios inactivos
1356743,1,Universitarios inactivos
1356742,1,Universitarios inactivos
1356741,1,Universitarios inactivos
1356739,4,Universitarios recién llegados
1356738,1,Universitarios inactivos
1356737,1,Universitarios inactivos
1356733,1,Universitarios inactivos
1356731,2,Particulares básicos
1356744,5,Nómina y pensiones
1356730,5,Nómina y pensiones
1356726,4,Universitarios recién llegados
1356724,1,Universitarios inactivos
1356723,4,Universitarios recién llegados
1356722,3,Clientes de nómina
1356720,3,Clientes de nómina
1356718,1,Universitarios inactivos
1356729,1,Universitarios inactivos
1356745,1,Universitarios inactivos
1356747,1,Universitarios inactivos
1356777,2,Particulares básicos
1356776,2,Particulares básicos
1356775,1,Universitarios inactivos
1356774,1,Universitarios inactivos
1356772,1,Universitarios inactivos
1356771,1,Universitarios inactivos
1356770,1,Universitarios inactivos
1356767,2,Particulares básicos
1356764,1,Universitarios inactivos
1356762,1,Universitarios inactivos
1356759,5,Nómina y pensiones
1356757,1,Universitarios inactivos
1356755,1,Universitarios inactivos
1356754,1,Universitarios inactivos
1356753,5,Nómina y pensiones
1356750,1,Universitarios inactivos
1356716,5,Nómina y pensiones
1356681,1,Universitarios inactivos
1356680,1,Universitarios inactivos
1356679,2,Particulares básicos
1356677,1,Universitarios inactivos
1356676,2,Particulares básicos
1356673,1,Universitarios inactivos
1356668,1,Universitarios inactivos
1356664,1,Universitarios inactivos
1356663,1,Universitarios inactivos
1356662,1,Universitarios inactivos
1356658,2,Particulares básicos
1356670,1,Universitarios inactivos
1356685,1,Universitarios inactivos
1356686,1,Universitarios inactivos
1356687,1,Universitarios inactivos
1356712,1,Universitarios inactivos
1356710,2,Particulares básicos
1356708,2,Particulares básicos
1356706,7,Particulares con tarjeta
1356701,7,Particulares con tarjeta
1356700,1,Universitarios inactivos
1356699,1,Universitarios inactivos
1356695,1,Universitarios inactivos
1356693,1,Universitarios inactivos
1356691,1,Universitarios inactivos
1356690,1,Universitarios inactivos
1356715,1,Universitarios inactivos
1356535,2,Particulares básicos
1357027,1,Universitarios inactivos
1357029,1,Universitarios inactivos
1357410,1,Universitarios inactivos
1357409,1,Universitarios inactivos
1357406,1,Universitarios inactivos
1357405,1,Universitarios inactivos
1357404,4,Universitarios recién llegados
1357403,1,Universitarios inactivos
1357401,1,Universitarios inactivos
1357396,1,Universitarios inactivos
1357395,1,Universitarios inactivos
1357393,1,Universitarios inactivos
1357390,1,Universitarios inactivos
1357389,1,Universitarios inactivos
1357400,4,Universitarios recién llegados
1357414,1,Universitarios inactivos
1357416,1,Universitarios inactivos
1357439,1,Universitarios inactivos
1357438,1,Universitarios inactivos
1357437,1,Universitarios inactivos
1357435,1,Universitarios inactivos
1357434,4,Universitarios recién llegados
1357433,1,Universitarios inactivos
1357432,1,Universitarios inactivos
1357430,1,Universitarios inactivos
1357429,1,Universitarios inactivos
1357426,1,Universitarios inactivos
1357425,1,Universitarios inactivos
1357424,7,Particulares con tarjeta
1357422,1,Universitarios inactivos
1357421,4,Universitarios recién llegados
1357419,5,Nómina y pensiones
1357428,1,Universitarios inactivos
1357386,2,Particulares básicos
1357385,1,Universitarios inactivos
1357384,1,Universitarios inactivos
1357352,1,Universitarios inactivos
1357351,1,Universitarios inactivos
1357350,5,Nómina y pensiones
1357349,1,Universitarios inactivos
1357347,1,Universitarios inactivos
1357345,1,Universitarios inactivos
1357343,1,Universitarios inactivos
1357341,1,Universitarios inactivos
1357354,1,Universitarios inactivos
1357340,1,Universitarios inactivos
1357338,1,Universitarios inactivos
1357337,5,Nómina y pensiones
1357336,1,Universitarios inactivos
1357335,1,Universitarios inactivos
1357334,1,Universitarios inactivos
1357333,1,Universitarios inactivos
1357332,1,Universitarios inactivos
1357330,1,Universitarios inactivos
1357329,1,Universitarios inactivos
1357328,1,Universitarios inactivos
1357339,1,Universitarios inactivos
1357355,1,Universitarios inactivos
1357357,1,Universitarios inactivos
1357381,2,Particulares básicos
1357380,1,Universitarios inactivos
1357379,1,Universitarios inactivos
1357378,1,Universitarios inactivos
1357376,1,Universitarios inactivos
1357375,1,Universitarios inactivos
1357372,1,Universitarios inactivos
1357370,1,Universitarios inactivos
1357369,1,Universitarios inactivos
1357367,4,Universitarios recién llegados
1357365,1,Universitarios inactivos
1357363,1,Universitarios inactivos
1357362,1,Universitarios inactivos
1357361,1,Universitarios inactivos
1357360,1,Universitarios inactivos
1357359,2,Particulares básicos
1357358,1,Universitarios inactivos
1357443,1,Universitarios inactivos
1357536,1,Universitarios inactivos
1357535,1,Universitarios inactivos
1357534,1,Universitarios inactivos
1357531,1,Universitarios inactivos
1357530,1,Universitarios inactivos
1357529,1,Universitarios inactivos
1357528,1,Universitarios inactivos
1357527,1,Universitarios inactivos
1357526,4,Universitarios recién llegados
1357538,1,Universitarios inactivos
1357525,1,Universitarios inactivos
1357522,2,Particulares básicos
1357521,1,Universitarios inactivos
1357520,2,Particulares básicos
1357518,1,Universitarios inactivos
1357517,1,Universitarios inactivos
1357516,1,Universitarios inactivos
1357513,1,Universitarios inactivos
1357512,2,Particulares básicos
